"osm_id","name","addr:city","addr:full","addr:housenumber","addr:place","addr:postcode","addr:street","air_conditioning","amenity","area","barrier","building","building:levels","building:roof","building:structure","building:walls","capacity","contact:phone","denomination","description","district","ele","fixme","image","is_in","landuse","layer","level","location","name:de","name:en","name:fr","name:id","name:ru","name:zh","note","official_name","opening_hours","phone","place","place_of_worship","region","religion","service_times","source","subdistrict","tourism","tower:type","url","wall","website","wheelchair","wikidata","wikimedia_commons","wikipedia","geometry"
"164057768","Pura Sangah Dukuh",NA,NA,NA,NA,NA,NA,NA,"place_of_worship",NA,NA,NA,NA,NA,NA,NA,NA,NA,"balinese",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"hindu",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"POLYGON ((115.1841 -8.172357, 115.1844 -8.172425, 115.1843 -8.172572, 115.1841 -8.172504, 115.1841 -8.172357))"
"164057769","Pura Subak Lanjiaruan",NA,NA,NA,NA,NA,NA,NA,"place_of_worship",NA,NA,NA,NA,NA,NA,NA,NA,NA,"balinese",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"hindu",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"POLYGON ((115.1929 -8.166988, 115.1933 -8.166789, 115.1934 -8.167009, 115.1931 -8.167208, 115.1929 -8.166988))"
"168528519","Pura",NA,NA,NA,NA,NA,NA,NA,"place_of_worship",NA,NA,NA,NA,NA,NA,NA,NA,NA,"balinese",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"hindu",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"POLYGON ((115.363 -8.129767, 115.3632 -8.129812, 115.3632 -8.129958, 115.3631 -8.130073, 115.3629 -8.130031, 115.363 -8.129767))"
"169557187","Pura Desa Bondalem",NA,NA,NA,NA,NA,NA,NA,"place_of_worship",NA,NA,NA,NA,NA,NA,NA,NA,NA,"balinese",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"hindu",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"POLYGON ((115.3141 -8.116647, 115.3143 -8.116712, 115.3141 -8.117162, 115.314 -8.117095, 115.3141 -8.116647))"
"174297144",NA,NA,NA,NA,NA,NA,NA,NA,"place_of_worship",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"hindu",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"POLYGON ((115.4483 -8.674096, 115.4483 -8.674318, 115.4485 -8.674374, 115.4486 -8.674152, 115.4483 -8.674096))"
"180802467","Pura Desa Adat dan Pura Puseh",NA,NA,NA,NA,NA,NA,NA,"place_of_worship",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"hindu",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"POLYGON ((114.7698 -8.348927, 114.7697 -8.348921, 114.7696 -8.348917, 114.7696 -8.348792, 114.7696 -8.348652, 114.7696 -8.348523, 114.7696 -8.348503, 114.7697 -8.348381, 114.7697 -8.348243, 114.77 -8.34836, 114.7699 -8.348487, 114.7699 -8.348609, 114.7698 -8.348702, 114.7698 -8.34881, 114.7698 -8.348927))"
"180802473","Pura Puncak Sari",NA,NA,NA,NA,NA,NA,NA,"place_of_worship",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"hindu",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"POLYGON ((114.7727 -8.342526, 114.7725 -8.342481, 114.7723 -8.342465, 114.7722 -8.342821, 114.7722 -8.342839, 114.7722 -8.342844, 114.7723 -8.342845, 114.7726 -8.342871, 114.7726 -8.342696, 114.7727 -8.342705, 114.7727 -8.342526))"
"180802479","Pura Panti",NA,NA,NA,NA,NA,NA,NA,"place_of_worship",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"hindu",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"POLYGON ((114.7702 -8.34815, 114.7703 -8.348202, 114.7703 -8.348221, 114.7704 -8.34813, 114.7704 -8.348072, 114.7704 -8.348044, 114.7705 -8.347943, 114.7704 -8.347868, 114.7702 -8.34815))"
"189158930","Pura Dalem Banyuning",NA,NA,NA,NA,NA,NA,NA,"place_of_worship",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"hindu",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"POLYGON ((115.1072 -8.112215, 115.1075 -8.112191, 115.1074 -8.111841, 115.1071 -8.111874, 115.1072 -8.112224, 115.1072 -8.112215))"
"189158931","Pura Desa Banyuning",NA,NA,NA,NA,NA,NA,NA,"place_of_worship",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"hindu",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"POLYGON ((115.1079 -8.113219, 115.1081 -8.113127, 115.1083 -8.11356, 115.1083 -8.11358, 115.1081 -8.11366, 115.108 -8.113335, 115.1079 -8.113347, 115.1079 -8.113219))"
"205612842","Musholla Perumnas",NA,NA,NA,NA,NA,NA,NA,"place_of_worship",NA,NA,"yes",NA,NA,NA,NA,NA,NA,"sunni",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"muslim",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"POLYGON ((115.5997 -8.440737, 115.5996 -8.440856, 115.5998 -8.440914, 115.5998 -8.440796, 115.5997 -8.440737))"
"209452189","Masjid An-Nur",NA,NA,NA,NA,NA,NA,NA,"place_of_worship",NA,NA,"yes",NA,NA,NA,NA,NA,NA,"sunni",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"muslim",NA,"Local knowledge",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"POLYGON ((115.6134 -8.447679, 115.6133 -8.447698, 115.6133 -8.447719, 115.6132 -8.447722, 115.6132 -8.447748, 115.6131 -8.447744, 115.6131 -8.447601, 115.6131 -8.447603, 115.6131 -8.447585, 115.6132 -8.447591, 115.6132 -8.447633, 115.6133 -8.447617, 115.6133 -8.447586, 115.6134 -8.447568, 115.6134 -8.447679))"
"209452192","Gereja Pantekosta di Indonesia Amlapura",NA,NA,NA,NA,NA,NA,NA,"place_of_worship",NA,NA,"yes",NA,NA,NA,NA,NA,NA,"pentecostal",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"christian",NA,"Local knowledge",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"POLYGON ((115.608 -8.447293, 115.608 -8.447206, 115.6082 -8.447347, 115.6081 -8.447434, 115.608 -8.447293))"
"209461306","Al-Mukhlisin",NA,NA,NA,NA,NA,NA,NA,"place_of_worship",NA,NA,"yes",NA,NA,NA,NA,NA,NA,"sunni",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"muslim",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"POLYGON ((115.5982 -8.455046, 115.5982 -8.454954, 115.5984 -8.455016, 115.5984 -8.455127, 115.5984 -8.455147, 115.5984 -8.455172, 115.5984 -8.455212, 115.5984 -8.455204, 115.5984 -8.455289, 115.5983 -8.455275, 115.5983 -8.45533, 115.5982 -8.45529, 115.5982 -8.455227, 115.5981 -8.455206, 115.5981 -8.455129, 115.5981 -8.455118, 115.5981 -8.455033, 115.5982 -8.455046))"
"209680788","Pura Jagatnatha",NA,NA,NA,NA,NA,NA,NA,"place_of_worship",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"hindu",NA,"Local knowledge",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"POLYGON ((115.6137 -8.443919, 115.6138 -8.444059, 115.6139 -8.444056, 115.6139 -8.444229, 115.6134 -8.444271, 115.6133 -8.44425, 115.6132 -8.443955, 115.6134 -8.443937, 115.6134 -8.443928, 115.6135 -8.443937, 115.6136 -8.443932, 115.6137 -8.443919))"
"211233109","Sanggah Keluarga Br. LEci",NA,NA,NA,NA,NA,NA,NA,"place_of_worship",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"hindu",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"POLYGON ((115.1084 -8.113794, 115.1087 -8.113704, 115.1086 -8.113539, 115.1085 -8.113582, 115.1085 -8.113591, 115.1084 -8.113637, 115.1084 -8.113794))"
"226350809","Pura Miing",NA,NA,NA,NA,NA,NA,NA,"place_of_worship",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"hindu",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"POLYGON ((115.4703 -8.193654, 115.4703 -8.193715, 115.4703 -8.193775, 115.4702 -8.193714, 115.4703 -8.193654))"
"233831823","Pura Dadie",NA,NA,NA,NA,NA,NA,NA,"place_of_worship",NA,NA,"utility",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"hindu",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"POLYGON ((115.4587 -8.209183, 115.4588 -8.20923, 115.4587 -8.209254, 115.4587 -8.209206, 115.4587 -8.209183))"
"233831824","Pura Dadie",NA,NA,NA,NA,NA,NA,NA,"place_of_worship",NA,NA,"utility",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"hindu",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"POLYGON ((115.4586 -8.209328, 115.4587 -8.209391, 115.4586 -8.20943, 115.4585 -8.209366, 115.4586 -8.209328))"
"233831826","Pura Dadie",NA,NA,NA,NA,NA,NA,NA,"place_of_worship",NA,NA,"utility",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"hindu",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"POLYGON ((115.4588 -8.209313, 115.4588 -8.209282, 115.4588 -8.209303, 115.4588 -8.209334, 115.4588 -8.209313))"
"233831831","Pura Dadie",NA,NA,NA,NA,NA,NA,NA,"place_of_worship",NA,NA,"utility",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"hindu",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"POLYGON ((115.4589 -8.2092, 115.4589 -8.209158, 115.4589 -8.209195, 115.4589 -8.209236, 115.4589 -8.2092))"
"233831832","Pura Dadie",NA,NA,NA,NA,NA,NA,NA,"place_of_worship",NA,NA,"utility",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"hindu",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"POLYGON ((115.4588 -8.209117, 115.4588 -8.209159, 115.4588 -8.209206, 115.4587 -8.209164, 115.4588 -8.209117))"
"233831833","Pura Dadie",NA,NA,NA,NA,NA,NA,NA,"place_of_worship",NA,NA,"utility",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"hindu",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"POLYGON ((115.4589 -8.209259, 115.4589 -8.209301, 115.4589 -8.209342, 115.4588 -8.2093, 115.4589 -8.209259))"
"233831835","Pura Dadie",NA,NA,NA,NA,NA,NA,NA,"place_of_worship",NA,NA,"utility",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"hindu",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"POLYGON ((115.4588 -8.209245, 115.4588 -8.209222, 115.4589 -8.209244, 115.4588 -8.209267, 115.4588 -8.209245))"
"233831836","Pura Dadie",NA,NA,NA,NA,NA,NA,NA,"place_of_worship",NA,NA,"utility",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"hindu",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"POLYGON ((115.4588 -8.209198, 115.4588 -8.209175, 115.4588 -8.209196, 115.4588 -8.209218, 115.4588 -8.209198))"
"233831837","Pura Dadie",NA,NA,NA,NA,NA,NA,NA,"place_of_worship",NA,NA,"utility",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"hindu",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"POLYGON ((115.4587 -8.209304, 115.4587 -8.209282, 115.4587 -8.209259, 115.4587 -8.209305, 115.4587 -8.209328, 115.4587 -8.209324, 115.4587 -8.209335, 115.4587 -8.209316, 115.4587 -8.209304))"
"234448765","Pura Bukit Catu",NA,NA,NA,NA,NA,NA,NA,"place_of_worship",NA,NA,"yes",NA,NA,NA,NA,NA,NA,NA,"Lokasinya berada di atas Bukit Catu",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"hindu",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"POLYGON ((115.467 -8.198026, 115.467 -8.198053, 115.467 -8.198083, 115.4669 -8.198056, 115.467 -8.198026))"
"234892106","Pura Desa",NA,NA,NA,NA,NA,NA,NA,"place_of_worship",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Lokasinya di kelompok Tegentegenan",NA,NA,NA,NA,NA,"utility",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"hindu",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"POLYGON ((115.4563 -8.210509, 115.4565 -8.210601, 115.4565 -8.210727, 115.4563 -8.211052, 115.456 -8.210832, 115.4563 -8.210509))"
"236164544","Pura Dadie",NA,NA,NA,NA,NA,NA,NA,"place_of_worship",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Tegentegenan",NA,NA,NA,NA,NA,"utility",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"hindu",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"POLYGON ((115.4555 -8.21064, 115.4557 -8.210875, 115.4558 -8.210933, 115.4557 -8.210966, 115.4555 -8.210994, 115.4554 -8.210863, 115.4551 -8.210832, 115.4552 -8.210554, 115.4554 -8.210586, 115.4555 -8.210605, 115.4555 -8.21064))"
"238151893","Pura Dadie",NA,NA,NA,NA,NA,NA,NA,"place_of_worship",NA,NA,"utility",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"hindu",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"POLYGON ((115.4587 -8.209424, 115.4587 -8.209458, 115.4587 -8.209506, 115.4586 -8.209471, 115.4587 -8.209424))"
"238151914","Pura Dadie",NA,NA,NA,NA,NA,NA,NA,"place_of_worship",NA,NA,"utility",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"hindu",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"POLYGON ((115.4589 -8.209348, 115.459 -8.209326, 115.459 -8.209379, 115.459 -8.209402, 115.4589 -8.209348))"
"238151935","Pura Dadie",NA,NA,NA,NA,NA,NA,NA,"place_of_worship",NA,NA,"utility",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"hindu",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"POLYGON ((115.459 -8.209112, 115.459 -8.20918, 115.459 -8.209209, 115.4589 -8.209142, 115.459 -8.209112))"
"238151936","Pura Dadie",NA,NA,NA,NA,NA,NA,NA,"place_of_worship",NA,NA,"utility",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"hindu",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"POLYGON ((115.459 -8.209525, 115.4591 -8.2095, 115.4591 -8.209568, 115.459 -8.209582, 115.459 -8.209548, 115.459 -8.20956, 115.459 -8.209525))"
"238154901","Pura Bukit Catu",NA,NA,NA,NA,NA,NA,NA,"place_of_worship",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Lokasinya berada di atas Bukit Catu",NA,NA,NA,NA,NA,"utility",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"hindu",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"POLYGON ((115.467 -8.197969, 115.467 -8.198022, 115.467 -8.198113, 115.4669 -8.19806, 115.467 -8.197969))"
"238194817","Pura Desa Ubud",NA,NA,NA,NA,NA,NA,NA,"place_of_worship",NA,NA,"yes",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"https://photos.app.goo.gl/tgiftHKidAetQkAN8",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"hindu",NA,NA,NA,NA,NA,"https://youtu.be/DtvO_6JE4js",NA,NA,NA,NA,NA,NA,"POLYGON ((115.2621 -8.506643, 115.2622 -8.50631, 115.2617 -8.506133, 115.2616 -8.506439, 115.2621 -8.506643))"
